"符号","文件路径","行号","类别","快照日期"
"hd_dc_start_ord19_effect","common/scripted_effects/hd_dc_enemy_child_effects.txt","2","文本匹配的顶层定义","2026-09-13"
"hd_dc_support_reward_g1","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","4","中文键","2026-09-13"
"hd_dc_support_reward_g2","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","5","中文键","2026-09-13"
"hd_dc_support_reward_g3","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","6","中文键","2026-09-13"
"hd_dc_support.0008","events/hd_dc_royal_support_events.txt","4","文本匹配的顶层定义","2026-09-13"
"hd_dc_support.0008.a","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","9","中文键","2026-09-13"
"hd_dc_support.0008.a.tt","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","10","中文键","2026-09-13"
"hd_dc_support.0008.b","localization/simp_chinese/hd_dc_royal_protection_l_simp_chinese.yml","2","中文键","2026-09-13"
"hd_dc_support.0008.b.tt","localization/simp_chinese/hd_dc_royal_protection_l_simp_chinese.yml","3","中文键","2026-09-13"
"hd_dc_support.0008.c","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","11","中文键","2026-09-13"
"hd_dc_support.0008.c.tt","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","12","中文键","2026-09-13"
"hd_dc_support.0008.d","localization/simp_chinese/hd_dc_royal_pause_l_simp_chinese.yml","2","中文键","2026-09-13"
"hd_dc_support.0008.d.tt","localization/simp_chinese/hd_dc_royal_pause_l_simp_chinese.yml","3","中文键","2026-09-13"
"hd_dc_support.0008.desc","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","8","中文键","2026-09-13"
"hd_dc_support.0008.invalid","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","13","中文键","2026-09-13"
"hd_dc_support.0008.t","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","7","中文键","2026-09-13"
"hd_dc_support.0108","events/hd_dc_royal_support_events.txt","90","文本匹配的顶层定义","2026-09-13"
"hd_dc_support.0108.a","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","19","中文键","2026-09-13"
"hd_dc_support.0108.failed","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","18","中文键","2026-09-13"
"hd_dc_support.0108.paid","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","15","中文键","2026-09-13"
"hd_dc_support.0108.refused","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","17","中文键","2026-09-13"
"hd_dc_support.0108.t","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","14","中文键","2026-09-13"
"hd_dc_support.0108.unpaid","localization/simp_chinese/hd_dc_royal_support_l_simp_chinese.yml","16","中文键","2026-09-13"
"hd_dc_support.0208","events/hd_dc_royal_support_events.txt","55","文本匹配的顶层定义","2026-09-13"
"hd_dc_support.0208.a","localization/simp_chinese/hd_dc_royal_protection_l_simp_chinese.yml","6","中文键","2026-09-13"
"hd_dc_support.0208.b","localization/simp_chinese/hd_dc_royal_protection_l_simp_chinese.yml","7","中文键","2026-09-13"
"hd_dc_support.0208.desc","localization/simp_chinese/hd_dc_royal_protection_l_simp_chinese.yml","5","中文键","2026-09-13"
"hd_dc_support.0208.t","localization/simp_chinese/hd_dc_royal_protection_l_simp_chinese.yml","4","中文键","2026-09-13"
"hd_dc_support.0308","events/hd_dc_royal_support_events.txt","81","文本匹配的顶层定义","2026-09-13"
"hd_dc_support.0308.a","localization/simp_chinese/hd_dc_royal_pause_l_simp_chinese.yml","6","中文键","2026-09-13"
"hd_dc_support.0308.desc","localization/simp_chinese/hd_dc_royal_pause_l_simp_chinese.yml","5","中文键","2026-09-13"
"hd_dc_support.0308.t","localization/simp_chinese/hd_dc_royal_pause_l_simp_chinese.yml","4","中文键","2026-09-13"
"hd_dc_support.0408","events/hd_dc_royal_support_events.txt","67","文本匹配的顶层定义","2026-09-13"
"hd_dc_support.0408.a","localization/simp_chinese/hd_dc_royal_protection_l_simp_chinese.yml","11","中文键","2026-09-13"
"hd_dc_support.0408.accepted","localization/simp_chinese/hd_dc_royal_protection_l_simp_chinese.yml","9","中文键","2026-09-13"
"hd_dc_support.0408.rejected","localization/simp_chinese/hd_dc_royal_protection_l_simp_chinese.yml","10","中文键","2026-09-13"
"hd_dc_support.0408.t","localization/simp_chinese/hd_dc_royal_protection_l_simp_chinese.yml","8","中文键","2026-09-13"
"hd_dc_support.paused_demand","localization/simp_chinese/hd_dc_royal_pause_l_simp_chinese.yml","7","中文键","2026-09-13"
"hd_dc_sync_pressure_effect","common/scripted_effects/hd_dc_pressure_effects.txt","4","文本匹配的顶层定义","2026-09-13"
"hd_dc_theft_pending_credit_tt","localization/simp_chinese/hd_dc_common_l_simp_chinese.yml","12","中文键","2026-09-13"
"hd_dc_theft_pulse_actor_trigger","common/scripted_triggers/hd_dc_theft_pulse_triggers.txt","2","文本匹配的顶层定义","2026-09-13"
"hd_dc_theft_pulse_debug.0001","events/hd_dc_theft_pulse_debug_events.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_theft_pulse_debug.actor","localization/simp_chinese/hd_dc_theft_pulse_debug_l_simp_chinese.yml","4","中文键","2026-09-13"
"hd_dc_theft_pulse_debug.gates","localization/simp_chinese/hd_dc_theft_pulse_debug_l_simp_chinese.yml","3","中文键","2026-09-13"
"hd_dc_theft_pulse_debug.native_gate_failed","localization/simp_chinese/hd_dc_theft_pulse_debug_l_simp_chinese.yml","10","中文键","2026-09-13"
"hd_dc_theft_pulse_debug.native_start_failed","localization/simp_chinese/hd_dc_theft_pulse_debug_l_simp_chinese.yml","13","中文键","2026-09-13"
"hd_dc_theft_pulse_debug.no_actor","localization/simp_chinese/hd_dc_theft_pulse_debug_l_simp_chinese.yml","5","中文键","2026-09-13"
"hd_dc_theft_pulse_debug.no_business_candidate","localization/simp_chinese/hd_dc_theft_pulse_debug_l_simp_chinese.yml","9","中文键","2026-09-13"
"hd_dc_theft_pulse_debug.no_record","localization/simp_chinese/hd_dc_theft_pulse_debug_l_simp_chinese.yml","7","中文键","2026-09-13"
"hd_dc_theft_pulse_debug.no_scheme","localization/simp_chinese/hd_dc_theft_pulse_debug_l_simp_chinese.yml","15","中文键","2026-09-13"
"hd_dc_theft_pulse_debug.other","localization/simp_chinese/hd_dc_theft_pulse_debug_l_simp_chinese.yml","17","中文键","2026-09-13"
"hd_dc_theft_pulse_debug.probability","localization/simp_chinese/hd_dc_theft_pulse_debug_l_simp_chinese.yml","8","中文键","2026-09-13"
"hd_dc_theft_pulse_debug.probability_failed","localization/simp_chinese/hd_dc_theft_pulse_debug_l_simp_chinese.yml","11","中文键","2026-09-13"
"hd_dc_theft_pulse_debug.refresh","localization/simp_chinese/hd_dc_theft_pulse_debug_l_simp_chinese.yml","16","中文键","2026-09-13"
"hd_dc_theft_pulse_debug.scheme_exists","localization/simp_chinese/hd_dc_theft_pulse_debug_l_simp_chinese.yml","14","中文键","2026-09-13"
"hd_dc_theft_pulse_debug.started","localization/simp_chinese/hd_dc_theft_pulse_debug_l_simp_chinese.yml","12","中文键","2026-09-13"
"hd_dc_theft_pulse_debug.title","localization/simp_chinese/hd_dc_theft_pulse_debug_l_simp_chinese.yml","2","中文键","2026-09-13"
"hd_dc_theft_pulse_debug.year","localization/simp_chinese/hd_dc_theft_pulse_debug_l_simp_chinese.yml","6","中文键","2026-09-13"
"hd_dc_theft_pulse_target_trigger","common/scripted_triggers/hd_dc_theft_pulse_triggers.txt","25","文本匹配的顶层定义","2026-09-13"
"hd_dc_tribute_war_truce_years","common/script_values/hd_dc_truce_values.txt","29","文本匹配的顶层定义","2026-09-13"
"hd_dc_unity_loss_multiplier_value","common/script_values/hd_dc_unity_values.txt","2","文本匹配的顶层定义","2026-09-13"
"hd_dc_war_disrupts_governance_trigger","common/scripted_triggers/hd_dc_governance_triggers.txt","3","文本匹配的顶层定义","2026-09-13"
"hd_dc_withdraw_treasury_effect","common/scripted_effects/hd_dc_theft_effects.txt","16","文本匹配的顶层定义","2026-09-13"
"hd_dc_write_phase_effect","common/scripted_effects/hd_dc_era_effects.txt","156","文本匹配的顶层定义","2026-09-13"
